ts,frame_ms,backend,camera_read,pose_infer,draw_camera,draw_pose,draw_rocks,collide,draw_fx,sfx,draw_osd
1758722090.000308,101.685,opencv,10.814,33.104,1.999,0.016,0.000,0.000,0.000,0.000,0.238
1758722090.091805,90.443,opencv,7.573,33.329,1.654,0.009,0.000,0.000,0.000,0.000,0.250
1758722090.185570,93.854,opencv,8.177,36.865,1.716,0.009,0.000,0.000,0.000,0.000,0.250
1758722090.301344,115.811,opencv,6.636,62.126,1.415,0.824,0.000,0.000,0.000,0.000,0.185
1758722090.415941,113.732,opencv,5.990,60.510,1.785,0.952,0.000,0.000,0.000,0.000,0.236
1758722090.552907,137.115,opencv,6.161,82.601,1.646,1.601,0.000,0.000,0.000,0.000,0.168
1758722090.659590,106.523,opencv,6.803,52.201,1.596,1.708,0.000,0.000,0.000,0.000,0.191
1758722090.770942,110.557,opencv,9.467,52.778,1.601,1.740,0.000,0.000,0.000,0.000,0.183
1758722090.875734,105.125,opencv,6.020,50.524,1.523,1.569,0.000,0.000,0.000,0.000,0.184
1758722090.983068,108.013,opencv,8.295,52.252,1.671,1.617,0.000,0.000,0.000,0.000,0.207
1758722091.090604,106.680,opencv,6.944,52.376,1.454,1.801,0.000,0.000,0.000,0.000,0.178
1758722091.197232,106.177,opencv,6.847,49.448,1.742,1.981,0.000,0.000,0.000,0.000,0.203
1758722091.302260,105.129,opencv,6.334,53.172,1.505,1.462,0.000,0.000,0.000,0.000,0.153
1758722091.406337,103.904,opencv,5.534,52.592,1.499,1.488,0.000,0.000,0.000,0.000,0.150
1758722091.512300,106.227,opencv,6.578,51.828,1.551,1.660,0.000,0.000,0.000,0.000,0.150
1758722091.617248,104.877,opencv,6.590,51.915,1.610,1.440,0.000,0.000,0.000,0.000,0.164
1758722091.729573,111.970,opencv,5.914,54.841,1.884,1.805,0.000,0.000,0.000,0.000,0.225
1758722091.835600,105.785,opencv,5.507,53.653,1.526,1.532,0.000,0.000,0.000,0.000,0.182
1758722091.947088,111.390,opencv,6.099,54.819,1.560,1.557,0.000,0.000,0.000,0.000,0.211
1758722092.053672,106.784,opencv,5.757,51.728,1.993,1.875,0.000,0.000,0.000,0.000,0.203
1758722092.160969,106.678,opencv,6.024,51.955,1.600,1.862,0.000,0.000,0.000,0.000,0.226
1758722092.265987,104.979,opencv,5.841,51.625,1.528,1.580,0.000,0.000,0.000,0.000,0.198
1758722092.395782,129.764,opencv,6.154,54.610,1.846,1.501,0.001,0.003,0.004,0.000,0.387
1758722092.488790,92.558,opencv,6.857,52.005,1.689,1.520,0.023,0.009,0.004,0.000,0.327
1758722092.579653,91.364,opencv,7.139,50.122,1.795,1.564,0.035,0.014,0.009,0.000,0.299
1758722092.672976,93.229,opencv,5.962,52.730,1.493,1.818,0.030,0.008,0.004,0.000,0.219
1758722092.768344,94.832,opencv,7.229,50.772,1.706,1.534,0.031,0.008,0.003,0.000,0.253
1758722092.862817,94.826,opencv,5.427,53.444,1.777,1.537,0.033,0.007,0.003,0.000,0.349
1758722092.956488,92.910,opencv,5.978,53.076,1.707,1.495,0.035,0.007,0.003,0.000,0.234
1758722093.048281,92.294,opencv,6.157,51.637,1.915,1.676,0.038,0.007,0.004,0.000,0.362
1758722093.143374,94.315,opencv,6.752,54.902,1.458,1.564,0.043,0.008,0.003,0.000,0.219
1758722093.239260,95.807,opencv,9.542,51.169,1.681,1.585,0.039,0.008,0.003,0.000,0.257
1758722093.338268,99.337,opencv,7.243,53.541,1.637,1.703,0.059,0.012,0.004,0.000,0.382
1758722093.432161,93.521,opencv,5.656,51.395,1.486,1.485,0.063,0.011,0.004,0.000,0.237
1758722093.525868,93.903,opencv,5.539,53.040,1.501,1.544,0.099,0.011,0.004,0.000,0.223
1758722093.623353,96.955,opencv,10.094,50.981,1.691,1.760,0.069,0.011,0.004,0.000,0.250
1758722093.715961,93.059,opencv,8.231,49.225,1.730,1.582,0.071,0.011,0.004,0.000,0.307
1758722093.921747,205.291,opencv,6.493,52.131,1.534,1.619,0.074,0.011,111.566,0.000,0.239
1758722094.014394,92.566,opencv,5.802,51.133,1.729,1.549,0.078,0.010,0.003,0.000,0.250
1758722094.108952,94.038,opencv,6.371,53.480,1.637,1.605,0.071,0.011,0.003,0.000,0.252
1758722094.203842,95.156,opencv,8.661,50.972,1.501,1.762,0.088,0.014,0.004,0.000,0.283
1758722094.302352,98.447,opencv,6.000,54.407,1.501,1.542,0.332,0.018,0.275,0.000,0.224
1758722094.400024,97.895,opencv,6.260,53.960,1.570,1.536,0.243,0.011,0.238,0.000,0.293
1758722094.497702,96.745,opencv,5.736,54.304,1.847,1.526,0.239,0.010,0.213,0.000,0.302
1758722094.592925,95.093,opencv,5.497,53.726,1.807,1.593,0.076,0.011,0.215,0.000,0.247
1758722094.814135,221.061,opencv,9.088,55.001,1.551,1.662,0.068,0.010,121.547,0.000,0.239
1758722094.907049,92.909,opencv,6.070,52.565,1.533,1.082,0.064,0.007,0.207,0.000,0.230
1758722095.000381,93.452,opencv,6.620,51.242,1.485,0.935,0.070,0.005,0.212,0.000,0.276
1758722095.097246,96.766,opencv,5.545,54.768,1.757,1.097,0.100,0.011,0.172,0.000,0.383
1758722095.195265,97.715,opencv,5.787,55.262,1.718,1.501,0.095,0.013,0.173,0.000,0.280
1758722095.289440,93.944,opencv,5.770,53.388,1.864,1.506,0.085,0.012,0.116,0.000,0.266
